,Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
3066,5.0,8,1,104.0,12.8,0,560,700.0,0,225,5,5.5,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 5.0L SC SV Autobiography LWB (565 PS),93500.0,5,5
3067,6.0,12,1,90.0,14.5,0,567,700.0,0,318,4,4.5,4.806,2.227,1.404,2.746,358.0,Bentley Continental GT 2021 W12,100000.0,5,5
3068,4.5,8,2,85.0,11.8,0,570,540.0,0,320,2,3.4,4.527,1.937,1.211,2.65,230.0,Ferrari 458 2021 Spider,101000.0,5,5
3069,6.0,12,1,85.0,13.1,0,600,900.0,0,301,5,4.1,5.14,1.998,1.742,2.995,484.0,Bentley Bentayga 2021 6.0L W12,101000.0,5,5
3070,6.0,12,2,80.0,14.2,0,630,1000.0,0,250,4,4.1,5.051,1.899,1.417,2.945,350.0,Mercedes-Benz S Class Cabriolet 2021 S 65 ,103100.0,5,5
3072,6.0,12,1,90.0,14.9,0,567,700.0,0,314,4,4.7,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 W12,105000.0,5,5
3073,3.9,8,2,78.0,11.4,0,670,760.0,0,330,2,3.0,4.568,1.952,1.213,2.65,230.0,Ferrari 488 2021 3.9T V8 GTB,105000.0,5,5
3077,6.0,12,1,90.0,14.5,0,626,820.0,0,331,4,4.2,4.806,2.227,1.404,2.746,358.0,Bentley Continental GT 2021 Speed,115000.0,5,5
3078,3.9,8,2,78.0,11.4,0,670,760.0,0,325,2,3.0,4.568,1.952,1.211,2.65,230.0,Ferrari 488 Spider 2021 3.9T V8 ,115000.0,5,5
3081,5.9,12,2,78.0,12.8,0,577,630.0,0,323,4,3.8,4.692,2.067,1.294,2.74,280.0,Aston Martin Vanquish 2021 6.0L V12,118000.0,5,5
3082,5.9,12,2,78.0,13.1,0,580,630.0,0,323,2,3.5,4.73,2.067,1.295,2.74,280.0,Aston Martin Vanquish 2021 S 6.0L V12,118000.0,5,5
3084,6.0,12,1,90.0,14.9,0,626,820.0,0,327,4,4.4,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 Speed,120000.0,5,5
3085,6.0,12,2,78.0,12.0,0,565,620.0,0,295,4,4.1,4.692,1.912,1.294,2.74,280.0,Aston Martin Vanquish 2021 V12 Carbon Black,124100.0,5,5
3087,5.9,12,2,78.0,12.8,0,568,630.0,0,317,4,4.0,4.692,2.067,1.294,2.74,280.0,Aston Martin Vanquish Volante 2021 6.0L V12,126900.0,5,5
3088,6.0,12,1,90.0,13.3,0,635,900.0,0,333,5,3.8,5.316,1.987,1.484,3.194,420.0,Bentley Flying Spur 2021 6.0L W12 ,130000.0,5,5
3089,6.0,12,2,78.0,12.0,0,565,620.0,0,295,4,4.1,4.692,1.912,1.294,2.74,280.0,Aston Martin Vanquish Volante 2021 V12 Carbon Black,133000.0,5,5
3090,6.8,8,2,96.0,14.6,0,505,1020.0,0,296,5,5.3,5.575,1.926,1.521,3.266,443.0,Bentley Mulsanne 2021 6.75L V8,140000.0,5,5
3091,6.8,8,2,96.0,14.6,0,505,1020.0,0,296,5,5.3,5.575,1.926,1.521,3.266,443.0,Bentley Mulsanne 2021 6.75L V8,140000.0,5,5
3092,6.6,12,2,83.0,14.3,0,624,800.0,0,250,4,4.6,5.285,1.947,1.507,3.112,470.0,Rolls Royce Wraith 2021 6.6L Base,140000.0,5,5
3093,6.6,12,2,82.0,14.3,0,563,820.0,0,250,5,4.9,5.399,1.948,1.55,3.295,490.0,Rolls Royce Ghost 2021 6.6L Short Wheelbase,145000.0,5,5
3094,6.8,8,2,96.0,15.0,0,505,1020.0,0,296,5,5.5,5.825,1.926,1.541,3.516,446.0,Bentley Mulsanne 2021 6.75L V8 Extended Wheelbase,155000.0,5,5
3096,6.6,12,2,82.0,14.4,0,563,820.0,0,250,4,5.0,5.569,1.948,1.55,3.465,490.0,Rolls Royce Ghost 2021 6.6L Extended Wheelbase,155000.0,5,5
3098,6.0,12,2,80.0,19.7,0,592,620.0,0,328,2,3.9,4.385,1.865,1.25,2.6,300.0,Aston Martin Vantage 2021 GT3,165000.0,5,5
3099,6.8,8,2,96.0,15.0,0,530,1100.0,0,305,5,4.9,5.575,1.926,1.521,3.266,443.0,Bentley Mulsanne 2021 6.75L V8 Speed,165000.0,5,5
3103,6.7,12,2,100.0,14.8,0,563,900.0,0,250,4,5.3,5.762,2.018,1.646,3.552,548.0,Rolls Royce Phantom 2021 6.75L Short Wheelbase ,185000.0,5,5
3104,6.7,12,2,100.0,14.8,0,453,720.0,0,250,4,5.8,5.612,1.987,1.598,3.32,395.0,Rolls Royce Phantom 2021 6.75L Coupe,200000.0,5,5
3106,6.7,12,2,100.0,14.8,0,453,720.0,0,240,4,5.8,5.612,1.987,1.566,3.32,395.0,Rolls Royce Phantom 2021 6.75L Drophead Coupe,207000.0,5,5
3107,6.7,12,2,100.0,14.8,0,453,720.0,0,240,4,5.8,5.612,1.987,1.566,3.32,395.0,Rolls Royce Phantom 2021 6.75L Drophead Coupe,207000.0,5,5
3109,4.6,8,1,70.0,3.1,2,887,1280.0,1,343,2,2.8,4.643,1.94,1.167,2.73,107.0,Porsche 918 Spyder 2021 Base,342600.0,5,5
3110,4.6,8,1,70.0,3.1,2,887,1280.0,1,345,2,2.8,4.643,1.94,1.167,2.73,107.0,Porsche 918 Spyder 2021 Weissach package,375400.0,5,5
3114,1.2,3,0,35.0,4.8,0,77,100.0,0,167,5,13.9,3.78,1.665,1.5,2.45,235.0,Mitsubishi Mirage 2021 1.2 GLX,2899.0,3,3
3115,1.2,3,0,35.0,4.8,0,77,100.0,0,167,5,13.9,3.78,1.665,1.5,2.45,235.0,Mitsubishi Mirage 2021 1.2 GLS,3099.0,3,3
3116,1.2,4,0,35.0,5.3,0,84,120.0,0,145,5,12.2,3.585,1.595,1.54,2.38,225.0,Hyundai Grand i10 2021 1.2 GLS,3750.0,3,3
3117,1.5,4,0,42.0,6.8,0,107,140.0,0,175,5,13.0,4.45,1.748,1.493,2.57,502.0,Chery Arrizo 3 2021 1.5L Comfort,3000.0,3,3
3118,1.4,4,0,45.0,5.5,0,84,127.0,1,169,5,13.1,3.795,1.68,1.427,2.489,284.0,Ford Figo 2021 1.4L,3100.0,3,3
3119,1.2,3,0,42.0,4.9,0,76,100.0,0,170,5,14.0,4.245,1.67,1.515,2.55,450.0,Mitsubishi Attrage 2021 1.2 GLX (Base),3000.0,3,3
3120,1.2,4,0,37.0,6.0,0,82,113.0,0,170,5,13.2,3.995,1.735,1.515,2.45,378.0,Suzuki Dzire 2021 1.2L GL,2950.0,3,3
3121,1.6,4,0,52.0,6.8,0,123,160.0,0,180,5,15.0,4.16,1.81,1.67,2.56,348.0,Changan CS35 2021 1.6L Standard (2WD),3750.0,3,3
3122,1.2,4,0,35.0,6.0,0,84,122.0,0,161,5,13.7,3.595,1.595,1.495,2.4,255.0,Kia Picanto 2021 1.2L Base,3600.0,3,3
3123,1.4,4,0,43.0,6.4,0,100,132.0,0,185,5,12.2,4.37,1.7,1.45,2.57,389.0,Hyundai Accent 2021 1.4L GL,4250.0,3,3
3124,1.4,4,0,43.0,6.4,0,100,132.0,0,185,5,12.2,4.37,1.7,1.45,2.57,389.0,Hyundai Accent 2021 1.4L GL,4250.0,3,3
3125,1.5,4,0,48.0,7.0,0,114,141.0,0,180,5,11.5,4.572,1.825,1.482,2.67,430.0,Chery Arrizo 5 2021 1.5L (Luxury),4300.0,3,3
3126,1.6,4,0,43.0,6.4,0,122,156.0,0,184,5,11.4,4.37,1.7,1.45,2.57,465.0,Hyundai Accent 2021 1.6L GL,4450.0,3,3
3127,1.5,4,0,42.0,5.9,0,110,136.0,0,175,5,11.5,3.796,1.686,1.527,2.489,261.0,Ford Figo 2021 1.5L Ambiente H/B,4000.0,3,3
3128,1.4,4,0,37.0,4.4,0,91,130.0,0,170,5,11.6,3.995,1.745,1.47,2.52,355.0,Suzuki Baleno 2021 1.4L GLX,3500.0,3,3
3129,1.6,4,0,55.0,7.3,0,115,150.0,0,188,5,11.8,4.442,1.748,1.466,2.652,506.0,Peugeot 301 2021 1.6L Access,4100.0,3,3
3130,1.2,4,0,35.0,6.0,0,84,122.0,0,161,5,13.7,3.595,1.595,1.495,2.4,255.0,Kia Picanto 2021 1.2L Top,4200.0,3,3
3131,1.4,4,0,45.0,12.5,0,100,133.0,0,180,5,6.0,4.065,1.725,1.46,2.58,492.0,Kia Rio Hatchback 2021 1.4L MPI,4200.0,3,3
3132,1.6,4,0,46.0,6.6,0,104,150.0,0,175,5,12.5,3.969,1.978,1.468,2.489,276.0,Ford Fiesta 2021 1.6L Ambiente,4200.0,3,3
3133,1.6,4,0,50.0,6.6,0,115,156.0,0,180,5,13.2,4.632,1.814,1.443,2.711,503.0,Renault Megane 2021 1.6L PE,3699.0,3,3
3134,1.5,4,0,40.0,7.5,0,118,145.0,2,190,5,11.5,4.455,1.695,1.475,2.6,510.0,Honda City 2021 1.5L DX,3888.0,3,3
3136,1.6,4,0,50.0,7.0,0,127,157.0,0,195,5,11.6,4.57,1.78,1.44,2.7,485.0,Hyundai Elantra 2021 1.6L GL,4500.0,3,3
3137,1.6,4,0,50.0,7.0,0,127,157.0,0,195,5,11.6,4.57,1.78,1.44,2.7,485.0,Hyundai Elantra 2021 1.6L GL,4500.0,3,3
3138,1.8,4,0,50.0,10.5,0,133,170.0,0,177,5,12.8,4.631,1.789,1.47,2.65,480.0,Geely Emgrand 7 2021 1.8L MPI,3500.0,3,3
3140,1.6,4,0,50.0,6.6,0,115,150.0,0,180,5,12.1,4.445,1.748,1.466,2.652,506.0,Peugeot 301 2021 1.6L Allure,4500.0,3,3
3141,1.6,4,0,50.0,6.6,0,115,150.0,0,188,5,12.1,4.445,1.748,1.466,2.652,506.0,Peugeot 301 2021 1.6L Allure (6 AT),4500.0,3,3
3143,1.6,4,0,40.0,6.0,0,110,155.0,0,197,5,10.8,4.059,1.78,1.444,2.564,355.0,Seat Ibiza 2021 1.6L Reference,4500.0,3,3
3144,1.5,4,0,42.0,5.9,0,110,136.0,0,175,5,11.5,3.796,1.686,1.527,2.489,261.0,Ford Figo 2021 1.5L Trend H/B,4600.0,3,3
3145,1.5,4,0,40.0,7.5,0,118,145.0,2,190,5,11.5,4.455,1.695,1.475,2.6,510.0,Honda City 2021 1.5L LX,4399.0,3,3
3147,1.4,4,0,43.0,6.0,0,92,130.0,0,170,5,13.5,4.49,1.73,1.475,2.65,495.0,Suzuki Ciaz 2021 1.4L GLX,3750.0,3,3
3148,1.8,4,0,53.0,6.8,0,140,175.0,0,180,5,10.6,4.257,1.775,1.646,2.555,530.0,Chevrolet Trax 2021 1.8L LT FWD,4800.0,3,3
3150,1.6,4,0,46.0,6.6,0,104,150.0,0,175,5,12.5,3.969,1.978,1.468,2.489,276.0,Ford Fiesta 2021 1.6L Trend,4700.0,3,3
3151,1.6,4,0,50.0,5.8,0,120,160.0,0,180,5,8.0,3.962,1.739,1.471,2.538,285.0,Peugeot 208 2021 Active,4800.0,3,3
3152,1.6,4,0,50.0,5.8,0,120,160.0,0,190,5,8.0,3.962,1.739,1.46,2.538,285.0,Peugeot 208 2021 1.6L Access,4800.0,3,3
3153,1.0,3,0,52.0,5.8,0,125,170.0,0,180,5,11.6,4.096,1.816,1.653,2.519,310.0,Ford EcoSport 2021 1.0T Ambiente,4800.0,3,3
3154,1.4,4,0,43.0,6.3,0,107,135.0,0,183,5,12.5,4.365,1.72,1.455,2.57,288.0,Kia Rio Sedan 2021 1.4 Mid Option,4800.0,3,3
3155,1.5,4,0,55.0,5.5,0,150,240.0,0,212,5,8.9,4.358,1.823,1.484,2.649,277.0,Ford Focus 2021 1.5L EcoBoost Ambiente,4800.0,3,3
3156,1.6,4,0,45.0,5.9,0,110,155.0,0,197,5,8.7,4.061,1.693,1.445,2.469,292.0,Seat Ibiza 2021 1.6L Style,4800.0,3,3
3157,1.6,4,0,55.0,7.5,0,110,155.0,0,195,5,11.5,4.482,1.706,1.461,2.602,550.0,Seat Toledo 2021 1.6L Reference,4850.0,3,3
3158,1.5,4,0,55.0,5.8,0,148,240.0,0,210,5,9.3,4.534,1.823,1.484,2.649,372.0,Ford Focus 2021 1.5L EcoBoost Ambiente (Sedan),4900.0,3,3
3159,1.5,4,0,45.0,5.7,0,103,138.0,0,170,7,13.5,4.265,1.695,1.685,2.74,135.0,Suzuki Ertiga 2021 1.5L GLX,4050.0,3,3
3162,1.6,4,0,50.0,5.8,0,120,160.0,0,180,5,8.0,3.962,1.739,1.471,2.538,285.0,Peugeot 208 2021 Active Plus,5100.0,3,3
3163,1.5,4,0,55.0,8.2,0,148,210.0,0,170,5,12.5,4.335,1.814,1.695,2.56,500.0,Haval H2 2021 1.5T Intelligent ,4699.0,3,3
3164,1.5,4,0,42.0,6.0,0,112,136.0,0,172,5,11.6,4.256,1.686,1.527,2.489,430.0,Ford Figo Sedan 2021 1.5L Titanium,5100.0,3,3
3165,1.5,4,0,42.0,6.0,0,112,136.0,0,172,5,11.6,4.256,1.686,1.527,2.489,430.0,Ford Figo Sedan 2021 1.5L Titanium,5100.0,3,3
3168,1.6,4,0,52.0,7.2,0,123,160.0,0,180,5,12.5,4.16,1.81,1.67,2.56,348.0,Changan CS35 2021 1.6L Full Option (2WD),4300.0,3,3
3169,1.6,4,0,45.0,11.5,0,123,151.0,0,190,5,7.0,4.065,1.725,1.46,2.58,492.0,Kia Rio Hatchback 2021 1.6L MPI,5200.0,3,3
3170,1.5,4,0,40.0,7.5,0,118,145.0,2,190,5,11.5,4.455,1.695,1.475,2.6,510.0,Honda City 2021 1.5L EX,4699.0,3,3
3171,1.5,4,0,55.0,5.5,0,150,240.0,0,212,5,8.9,4.358,1.823,1.484,2.649,277.0,Ford Focus 2021 1.5L EcoBoost Trend,5200.0,3,3
3172,1.6,4,0,55.0,7.5,0,110,155.0,0,195,5,11.5,4.482,1.706,1.461,2.602,550.0,Seat Toledo 2021 1.6L Style,5250.0,3,3
3174,1.5,4,0,55.0,5.8,0,148,240.0,0,210,5,9.3,4.534,1.823,1.484,2.649,372.0,Ford Focus 2021 1.5L EcoBoost Trend (Sedan),5300.0,3,3
3175,1.6,4,0,50.0,6.4,0,110,155.0,0,185,5,11.4,4.263,1.816,1.459,2.636,380.0,Seat Leon 2021 1.6L Reference,5300.0,3,3
3176,2.5,4,1,75.0,9.8,1,164,226.0,1,170,3,12.0,5.11,1.762,1.681,2.984,1059.0,Ford Ranger 2021 2.5L Single Cab,5400.0,3,3
3177,2.5,4,1,75.0,9.8,1,164,226.0,1,170,3,12.0,5.11,1.762,1.681,2.984,1059.0,Ford Ranger 2021 2.5L Single Cab,5400.0,3,3
3178,2.0,4,0,63.0,8.0,0,150,197.0,0,193,5,11.3,4.355,1.81,1.625,2.67,358.0,Mitsubishi ASX 2021 2.0L GLX (2WD),5499.0,3,3
3179,1.6,4,0,45.0,5.4,0,123,151.0,0,200,5,11.6,4.63,1.799,1.416,2.7,478.0,Honda Civic 2021 1.6L DX,5550.0,3,3
3181,1.6,4,0,47.0,6.5,0,123,215.0,0,195,5,11.2,4.358,1.823,1.484,2.649,277.0,Ford Focus 2021 1.6L  Ambiente,5400.0,3,3
3182,1.6,4,0,47.0,6.5,0,123,215.0,0,195,5,11.2,4.534,1.823,1.484,2.649,372.0,Ford Focus 2021 1.6L  Ambiente (Sedan),5400.0,3,3
3183,1.6,4,0,50.0,5.8,0,120,160.0,0,180,5,8.0,3.962,1.739,1.471,2.538,285.0,Peugeot 208 2021 Allure,5500.0,3,3
3184,1.6,4,0,50.0,6.0,0,115,160.0,0,190,5,8.9,3.973,1.829,1.46,2.538,285.0,Peugeot 208 2021 1.6L GT Line,5500.0,3,3
3185,1.8,4,0,58.0,8.8,0,177,245.0,0,180,5,10.0,4.65,1.85,1.705,2.7,590.0,Changan CS75 2021 1.8T GDI Full Option  (2WD),6850.0,3,3
3186,1.6,4,0,58.0,6.8,0,132,163.0,0,180,5,11.8,4.525,1.805,1.61,2.75,235.0,Kia Carens 2021 1.6L Base,5500.0,3,3
3187,1.6,4,0,46.0,6.6,0,104,150.0,0,175,5,12.5,3.969,1.978,1.468,2.489,276.0,Ford Fiesta 2021 1.6L Titanium,5500.0,3,3
3188,1.6,4,0,55.0,8.4,0,121,151.0,0,169,5,12.1,4.27,1.78,1.665,2.59,430.0,Hyundai Creta 2021 1.6L Mid,5750.0,3,3
3189,1.4,4,0,48.0,5.7,0,140,230.0,0,190,5,9.8,4.248,1.796,1.6,2.57,245.0,Fiat 500X 2021 1.4T City Cross,6550.0,3,3
3190,1.4,4,0,48.0,5.7,0,140,230.0,0,190,5,9.8,4.248,1.796,1.6,2.57,245.0,Fiat 500X 2021 1.4T City Cross,6550.0,3,3
3191,1.4,4,0,48.0,5.7,0,140,230.0,0,190,5,9.8,4.248,1.796,1.6,2.57,245.0,Fiat 500X 2021 1.4T Cross,7450.0,3,3
3192,1.5,4,0,61.7,7.0,0,165,250.0,0,220,5,8.3,4.923,1.854,1.47,2.829,453.0,Chevrolet Malibu 2021 1.5L Turbo LS,6100.0,3,3
3193,1.5,4,0,61.7,7.0,0,165,250.0,0,220,5,8.3,4.923,1.854,1.47,2.829,453.0,Chevrolet Malibu 2021 1.5L Turbo LT,6930.0,3,3
3194,1.5,4,0,61.7,7.0,0,165,250.0,0,220,5,8.3,4.923,1.854,1.47,2.829,453.0,Chevrolet Malibu 2021 1.5L Turbo Premier ,8310.0,3,3
3195,1.6,4,0,47.0,5.4,0,123,151.0,0,200,5,11.6,4.63,1.799,1.416,2.7,525.0,Honda Civic 2021 1.6L LX Sport,6900.0,3,3
3196,1.6,4,0,47.0,6.5,0,123,215.0,0,195,5,11.2,4.556,1.823,1.505,2.649,476.0,Ford Focus 2021 1.6L  Ambiente (station wagon),5600.0,3,3
3197,1.6,4,0,41.0,6.5,0,118,149.0,0,180,5,11.5,4.295,1.96,1.59,2.62,432.0,Nissan Kicks 2021 1.6 SV,5499.0,3,3
3198,1.6,4,0,41.0,6.5,0,118,149.0,0,180,5,11.5,4.295,1.96,1.59,2.62,432.0,Nissan Kicks 2021 1.6 S,5800.0,3,3
3199,1.6,4,0,41.0,6.5,0,118,149.0,0,180,5,11.5,4.295,1.96,1.59,2.62,432.0,Nissan Kicks 2021 1.6 SV Dual Tone,5599.0,3,3
3200,1.6,4,0,58.0,8.2,0,150,194.0,0,180,7,11.0,4.525,1.805,1.61,2.75,235.0,Kia Carens 2021 2.0L Base,5800.0,3,3
3201,2.0,4,0,45.0,6.9,0,158,187.0,0,200,5,8.9,4.575,1.755,1.435,2.67,478.0,Honda Civic 2021 2.0 LX,7200.0,3,3
3202,1.6,4,0,47.0,6.5,0,123,215.0,0,195,5,11.2,4.358,1.823,1.484,2.649,277.0,Ford Focus 2021 1.6L Trend,5800.0,3,3
3203,1.6,4,0,47.0,6.5,0,123,215.0,0,195,5,11.2,4.534,1.823,1.484,2.649,372.0,Ford Focus 2021 1.6L Trend (Sedan),5800.0,3,3
3204,2.0,4,0,60.0,8.6,0,145,200.0,0,195,5,12.5,4.688,1.815,1.525,2.71,562.0,Peugeot 408 2021 2.0L Access ,5800.0,3,3
3205,1.6,4,0,50.0,6.4,0,110,155.0,0,185,5,11.4,4.263,1.816,1.459,2.636,380.0,Seat Leon 2021 1.6L Style,5800.0,3,3
3206,1.6,4,0,50.0,6.4,0,110,155.0,0,185,5,11.4,4.263,1.816,1.459,2.636,380.0,Seat Leon 2021 1.6L Style,5800.0,3,3
3207,1.8,4,0,58.0,8.8,0,177,245.0,0,180,5,10.0,4.65,1.85,1.705,2.7,590.0,Changan CS75 2021 1.8T GDI Basic (2WD),4950.0,3,3
3208,1.6,4,0,55.0,7.1,0,121,151.0,0,169,5,12.1,4.27,1.78,1.665,2.59,402.0,Hyundai Creta 2021 1.6L Top,6250.0,3,3
3209,2.0,4,0,58.0,9.4,0,197,350.0,0,170,5,11.6,4.649,1.852,1.71,2.68,800.0,Haval H6 2021 Intelligent,5500.0,3,3
3210,2.0,4,0,58.0,9.4,0,197,350.0,0,170,5,11.6,4.649,1.852,1.71,2.68,800.0,Haval H6 2021 Supreme,5950.0,3,3
3211,1.5,4,0,52.0,6.1,0,120,151.0,0,170,5,12.3,4.096,1.765,1.653,2.519,346.0,Ford EcoSport 2021 1.5 Titanium,6000.0,3,3
3213,2.2,4,1,80.0,7.8,1,118,285.0,1,160,5,12.5,5.171,1.811,1.719,3.197,1180.0,Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T,6000.0,3,3
3214,1.6,4,0,58.0,6.8,0,132,163.0,0,180,5,11.8,4.525,1.805,1.61,2.75,235.0,Kia Carens 2021 1.6L Mid Option,6000.0,3,3
3216,2.5,4,0,62.0,8.8,0,171,237.0,0,200,5,9.5,4.871,2.121,1.482,2.85,453.0,Ford Fusion 2021 2.5L S,6000.0,3,3
3217,1.6,4,0,60.0,6.5,0,163,240.0,0,188,5,9.0,4.253,1.863,1.472,2.61,420.0,Peugeot 308 2021 1.6L GT Line,6000.0,3,3
3220,1.6,4,0,41.0,6.5,0,118,149.0,0,180,5,11.5,4.295,1.96,1.59,2.62,432.0,Nissan Kicks 2021 1.6 SL,6400.0,3,3
3221,1.6,4,0,58.0,8.2,0,150,194.0,0,180,7,11.0,4.525,1.805,1.61,2.75,235.0,Kia Carens 2021 2.0L Top,6100.0,3,3
3222,1.6,4,0,58.0,8.2,0,150,194.0,0,180,7,11.0,4.525,1.805,1.61,2.75,235.0,Kia Carens 2021 2.0L Top,6100.0,3,3
3223,2.5,4,1,80.0,10.4,0,164,226.0,1,170,5,12.0,5.171,1.811,1.719,3.197,1180.0,Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T,6200.0,3,3
3224,2.0,4,0,63.0,8.0,0,150,197.0,0,193,5,11.3,4.355,1.81,1.625,2.67,358.0,Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option,6099.0,3,3
3226,2.5,4,0,60.0,8.1,0,170,233.0,0,185,5,9.5,4.673,1.843,1.673,2.705,530.0,Renault Koleos 2021 2.5L PE,6250.0,3,3
3227,2.0,4,0,60.0,8.6,0,145,200.0,0,195,5,12.5,4.688,1.815,1.525,2.71,562.0,Peugeot 408 2021 2.0L Active,6300.0,3,3
3228,1.8,4,1,58.0,8.8,0,177,245.0,0,180,5,10.0,4.65,1.85,1.705,2.7,590.0,Changan CS75 2021 1.8T GDI Full Option (AWD),7400.0,3,3
3230,1.5,4,0,55.0,5.5,0,150,240.0,0,212,5,8.9,4.358,1.823,1.484,2.649,277.0,Ford Focus 2021 1.5L EcoBoost Sport,6400.0,3,3
3231,1.4,4,0,35.0,5.8,0,100,131.0,0,182,4,10.7,3.546,1.627,1.488,2.3,185.0,Fiat 500 2021 1.4L Lounge,6800.0,3,3
3232,1.4,4,0,35.0,5.8,0,105,131.0,0,182,4,10.7,3.546,1.627,1.488,2.3,185.0,Fiat 500 2021 1.4L Dolcevita ,7500.0,3,3
3233,1.6,4,0,60.0,6.7,0,163,240.0,0,188,5,10.8,4.253,1.863,1.472,2.61,470.0,Peugeot 308 2021 Active,6600.0,3,3
3234,2.5,4,0,60.0,7.3,0,168,230.0,0,180,5,10.1,4.524,1.838,1.701,2.69,456.0,Ford Escape 2021 2.5L S,6700.0,3,3
3236,2.7,4,2,80.0,11.1,0,164,245.0,1,165,6,11.5,5.33,1.8,1.7,3.085,900.0,Toyota Hilux 2021 2.7L Double Cab GLX M/T (4x2),6900.0,3,3
3237,2.7,4,2,80.0,11.1,0,164,245.0,1,165,6,11.5,5.33,1.8,1.7,3.085,900.0,Toyota Hilux 2021 2.7L Double Cab GL M/T (4x2),6900.0,3,3
3238,1.6,4,0,58.0,6.8,0,132,163.0,0,180,5,11.8,4.525,1.805,1.61,2.75,235.0,Kia Carens 2021 1.6L Top,6900.0,3,3
3239,1.5,4,0,55.0,5.5,0,150,240.0,0,212,5,8.9,4.358,1.823,1.484,2.649,277.0,Ford Focus 2021 1.5L EcoBoost Titanium,6900.0,3,3
3240,1.4,4,0,35.0,6.3,0,100,131.0,0,182,4,11.0,3.546,1.627,1.488,2.3,185.0,Fiat 500 2021 Convertible 1.4L Lounge,6800.0,3,3
3242,2.5,4,0,60.0,9.0,0,176,233.0,0,200,5,9.5,4.57,1.845,1.66,2.66,1085.0,Toyota Rav4 2021 2.5L (2WD) VX,7000.0,3,3
3243,2.0,4,0,62.0,8.7,0,153,192.0,0,170,5,11.5,4.48,1.85,1.655,2.67,515.0,Hyundai Tucson 2021 2.0L Mid (FWD),6250.0,3,3
3244,2.5,4,0,55.0,9.0,0,176,230.0,0,210,5,8.9,4.425,1.78,1.43,2.7,543.0,Toyota Zelas 2021 2.5L Sport,7000.0,3,3
3245,3.5,6,2,87.0,10.2,0,292,339.0,0,160,5,8.1,5.315,2.459,1.918,3.109,1568.0,Ford F-150 2021 3.5L Regular Cab XL (2WD),7000.0,3,3
3246,1.4,4,0,45.0,5.2,0,122,200.0,0,203,4,8.9,3.954,1.906,1.416,2.469,270.0,Audi A1 2021 Attraction 1.4L (122 HP),7000.0,3,3
3247,1.4,4,0,45.0,5.2,0,122,200.0,0,203,4,8.9,3.954,1.906,1.416,2.469,270.0,Audi A1 2021 Attraction 1.4L (122 HP),7000.0,3,3
3249,1.5,4,0,56.0,6.7,0,170,275.0,0,190,5,9.4,4.65,1.844,1.661,2.725,846.0,Chevrolet Equinox 2021 1.5T LS (FWD),6500.0,3,3
3250,1.5,4,0,56.0,6.7,0,170,275.0,0,190,5,9.4,4.65,1.844,1.661,2.725,846.0,Chevrolet Equinox 2021 1.5T LT+ (FWD)  ,7000.0,3,3
3251,1.6,4,0,53.0,6.0,0,165,240.0,0,205,5,9.0,4.447,1.841,1.615,2.675,520.0,Peugeot 3008 2021 1.6T Active,7100.0,3,3
3255,2.5,4,0,70.0,9.2,0,178,231.0,0,194,5,9.7,4.805,1.825,1.47,2.775,436.0,Toyota Camry 2021 2.5L S,7100.0,3,3
3256,2.5,4,0,60.0,6.7,0,178,231.0,0,195,5,9.3,4.885,1.84,1.445,2.824,427.0,Toyota Camry 2021 2.5L S (178 HP),7100.0,3,3
3257,3.5,6,0,60.0,7.0,0,298,356.0,0,235,5,6.3,4.885,1.84,1.445,2.824,427.0,Toyota Camry 2021 3.5L LTD (298 HP),7100.0,3,3
3258,3.5,6,0,60.0,7.0,0,298,356.0,0,235,5,6.3,4.885,1.84,1.445,2.824,427.0,Toyota Camry 2021 3.5L Sport (298 HP),7100.0,3,3
3259,2.5,4,0,60.0,6.9,0,178,231.0,0,195,5,9.3,4.885,1.84,1.445,2.824,427.0,Toyota Camry 2021 2.5L LE STD (178 HP),7100.0,3,3
3260,3.0,6,2,70.0,13.1,0,215,285.0,0,182,5,9.2,4.785,1.815,1.8,2.8,131.0,Mitsubishi Montero Sport 2021 3.0L GLX (2WD) Base,7500.0,3,3
3261,1.6,4,0,53.0,6.1,0,165,240.0,0,206,7,9.2,4.641,1.844,1.646,2.84,952.0,Peugeot 5008 2021 1.6T Active,7200.0,3,3
3262,1.6,4,0,53.0,6.1,0,165,240.0,0,206,7,9.2,4.641,1.844,1.646,2.84,952.0,Peugeot 5008 2021 1.6T Active,7200.0,3,3
3274,2.4,4,2,80.0,7.5,1,147,342.0,1,165,6,13.1,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.4L Double Cab DLS M/T (4x2),7200.0,3,3
